Index,Text
1934,"This installation is called “Untitled” (Golden), It was created by Felix Gonzalez-Torres, created in 1995. It follows the Conceptual Art style. "
1935,"This still life is called Wonderful, It was created by Kenny Scharf, created in 2008. It follows the Lowbrow Art style. "
1936,"This still life is called Tang, It was created by Kenny Scharf, created in 2007. It follows the Lowbrow Art style. "
1937,"This sculpture is called Bloobzibloopzibloop, It was created by Kenny Scharf, created in 2000. It follows the Lowbrow Art style. "
1938,"This sculpture is called Cateyeguy, It was created by Kenny Scharf, created in 2008. It follows the Lowbrow Art style. "
1939,"This abstract is called Blobs, It was created by Kenny Scharf, created in 1993. It follows the Lowbrow Art style. "
1940,"This still life is called Cosmic Donut, It was created by Kenny Scharf, created in 2008. It follows the Lowbrow Art style. "
1941,"This installation is called ""Untitled"" (Water), It was created by Felix Gonzalez-Torres, created in 1995. It follows the Conceptual Art style. "
1942,"This landscape is called In Ecstasy, It was created by Kenny Scharf, created in 1982. It follows the Lowbrow Art style. "
1943,"This graffiti is called Piece, It was created by TRACY 168. It follows the Street art style. "
1944,"This landscape is called Agua Pollination, It was created by Kenny Scharf, created in 1983. It follows the Lowbrow Art style. "
1945,"This graffiti is called Piece, It was created by TRACY 168. It follows the Street art style. "
1946,"This figurative is called Tracy, It was created by TRACY 168, created in 2001. It follows the Street art style. "
1947,"This landscape is called Hannah Barbaric Paradise, It was created by Kenny Scharf, created in 1981. It follows the Lowbrow Art style. "
1948,"This graffiti is called Piece, It was created by TRACY 168. It follows the Street art style. "
1949,"This graffiti is called Untitled (Statue of Liberty), It was created by TRACY 168, created in 1986. It follows the Street art style. "
1950,"This graffiti is called Tracy & King2, It was created by TRACY 168, created in 2001. It follows the Street art style. "
1951,"This figurative is called Cliff Tribute, It was created by TRACY 168, created in 2001. It follows the Street art style. "
1952,"This sculpture is called Twelve Soups, It was created by Charles Long, created in 2003. It follows the Post-Minimalism style. "
1953,"This figurative is called Check fest, It was created by Kenny Scharf, created in 1998. It follows the Lowbrow Art style. "
1954,"This sculpture is called Agnes Martin Kippenberger, It was created by Charles Long, created in 2005. It follows the Post-Minimalism style. "
1955,"This sculpture is called Andy Warhol, It was created by Charles Long, created in 1998. It follows the Post-Minimalism style. "
1956,"This installation is called Buloop, Buloop, It was created by Charles Long, created in 1995. It follows the Post-Minimalism style. "
1957,"This installation is called Bubble Gum Station, It was created by Charles Long, created in 1995. It follows the Post-Minimalism style. "
1958,"This sculpture is called Extinction Cords, It was created by Charles Long, created in 2000. It follows the Post-Minimalism style. "
1959,"This installation is called 3 to 1 in Groovy Green, It was created by Charles Long, created in 1995. It follows the Post-Minimalism style. "
1960,"This graffiti is called Piece, It was created by TRACY 168, created in 1973. It follows the Street art style. "
1961,"This sculpture is called My Colorful Family, It was created by Charles Long, created in 1998. It follows the Post-Minimalism style. "
1962,"This photo is called Untitled, It was created by Francesca Woodman. It create on photography"
1963,"This sculpture is called Abe Lincoln, It was created by Charles Long, created in 1995. It follows the Post-Minimalism style. "
1964,"This photo is called Untitled, It was created by Francesca Woodman. "
1965,"This self-portrait is called Roma, It was created by Francesca Woodman, created in 1978. It create on photography"
1966,"This self-portrait is called Untitled, It was created by Francesca Woodman. It create on photography"
1967,"This self-portrait is called Untitled, It was created by Francesca Woodman. It create on photography"
1968,"This self-portrait is called Providence, Rhode Island, It was created by Francesca Woodman. It create on photography"
1969,"This photo is called Untitled, It was created by Francesca Woodman, created in 1980. "
1970,"This graffiti is called Tracy 168 Wildstyle, It was created by TRACY 168. It follows the Street art style. "
1971,"This photo is called Untitled, It was created by Francesca Woodman, created in 1980. "
1972,"This photo is called Untitled, It was created by Francesca Woodman, created in 1980. "
1973,"This photo is called Untitled, It was created by Francesca Woodman, created in 1978. It follows the Surrealism style. It create on photography"
1974,"This photo is called Untitled, It was created by Francesca Woodman, created in 1980. "
1975,"This photo is called Untitled, It was created by Francesca Woodman, created in 1980. "
1976,"This photo is called Untitled, It was created by Francesca Woodman, created in 1980. "
1977,"This photo is called Untitled, It was created by Francesca Woodman, created in 1980. "
1978,"This photo is called Untitled, It was created by Francesca Woodman, created in 1980. "
1979,"This photo is called Untitled, It was created by Francesca Woodman, created in 1980. It follows the Surrealism style. "
1980,"This photo is called Eel Series, Roma, May 1977 -  August 1978, It was created by Francesca Woodman, created in 1978. It follows the Surrealism style. "
1981,"This photo is called Untitled, It was created by Francesca Woodman. It create on photography"
1982,"This photo is called Italy, May 1977 -  August 1978, It was created by Francesca Woodman, created in 1978. "
1983,"This photo is called From Angel Series, Roma, September 1977, It was created by Francesca Woodman, created in 1977. It follows the Surrealism style. "
1984,"This still life is called Inner Space, It was created by Kenny Scharf, created in 1987. It follows the Lowbrow Art style. "
1985,"This photo is called Space², Providence, Rhode Island, 1975 -1978, It was created by Francesca Woodman, created in 1978. "
1986,"This photo is called Untitled (FW Crouching Behind Umbrella), It was created by Francesca Woodman, created in 1980. "
1987,"This graffiti is called Wanted, It was created by TRACY 168, created in 2002. It follows the Street art style. "
1988,"This graffiti is called Untitled (The Clash), It was created by Futura 2000. It follows the Street art style. "
1989,"This abstract is called StarGods, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1990,"This photo is called Untitled, It was created by Cindy Sherman, created in 2010. It follows the Feminist Art style. "
1991,"This abstract is called Quadro Vesuviano, It was created by Philip Taaffe, created in 1988. It follows the Neo-Geo style. "
1992,"This portrait is called Untitled #96, It was created by Cindy Sherman, created in 1981. "
1993,"This religious painting is called Supper at Emmaus, It was created by D. Jeffrey Mims. It follows the Contemporary Realism style. "
1994,"This photo is called Untitled, It was created by Cindy Sherman, created in 2010. It follows the Feminist Art style. "
1995,"This abstract is called Tide Drawing (Hackensack), It was created by Jill Baroff. It follows the Neo-Minimalism style. "
1996,"This mythological painting is called Nurture of Jupiter, It was created by D. Jeffrey Mims. It follows the Contemporary Realism style. "
1997,"This religious painting is called St. Michael, It was created by D. Jeffrey Mims. It follows the Contemporary Realism style. "
1998,"This installation is called Urology Appointment, It was created by Robert Gober, created in 2007. It follows the Conceptual Art style. "
1999,"This sketch and study is called Color Study for Resurrection, It was created by D. Jeffrey Mims. It follows the Contemporary Realism style. "
2000,"This photo is called Untitled, It was created by Francesca Woodman. It create on photographic paper"
2001,"This figurative is called My Blue Lake, It was created by Kiki Smith, created in 1994. It follows the Feminist Art style. "
2002,"This portrait is called Jessica, It was created by D. Jeffrey Mims. It follows the Contemporary Realism style. "
2003,"This cityscape is called Roman Forum, It was created by D. Jeffrey Mims. It follows the Contemporary Realism style. "
2004,"This allegorical painting is called Intuition, It was created by D. Jeffrey Mims. It follows the Contemporary Realism style. "
2005,"This sketch and study is called Study for Self-Portrait, It was created by D. Jeffrey Mims. It follows the Contemporary Realism style. "
2006,"This figurative is called Summer Night, It was created by Kiki Smith, created in 2011. It follows the Feminist Art style. "
2007,"This abstract is called Il Terrazzo, It was created by Philip Taaffe, created in 1988. It follows the Neo-Geo style. "
